model,contrast,label_a,label_b,term,avg_tfidf_turkish,avg_tfidf_german,ATE_tfidf,sum_tf_turkish,sum_tf_german,tf_ratio_a_over_b,doc_share_turkish,doc_share_german,chi2,chi2_p
qwen8B,ethnicity_turkish_vs_german,turkish,german,agil,0.811183568952818,0.5849350905374057,0.2262484784154123,147.0,106.0,1.3867924491812034,0.1083333333333332,0.0899999999999999,21.99886390916651,2.728119020076278e-06
qwen8B,ethnicity_turkish_vs_german,turkish,german,wertvoll,0.6244036384611424,0.4072197642137891,0.21718387424735336,138.0,90.0,1.5333333274074075,0.21833333333333377,0.1416666666666666,27.433752536507626,1.6256894516030661e-07
qwen8B,ethnicity_turkish_vs_german,turkish,german,berl,1.3038987840360088,1.100578973643953,0.2033198103920557,295.0,249.0,1.1847389550813696,0.21166666666666706,0.1716666666666668,10.315490380185183,0.0013191823872292258
qwen8B,ethnicity_turkish_vs_german,turkish,german,inklusion,1.1247886478788147,0.9260477965618814,0.1987408513169333,266.0,219.0,1.2146118711661558,0.22833333333333383,0.201666666666667,11.555653622964115,0.0006754355951814893
qwen8B,ethnicity_turkish_vs_german,turkish,german,diversität,1.1679609006284937,0.9712516963121155,0.19670920431637817,285.0,237.0,1.2025316447150562,0.2450000000000006,0.22000000000000045,10.852921617455465,0.000986400082519794
qwen8B,ethnicity_turkish_vs_german,turkish,german,crm,0.9869149501780153,0.7934022148489925,0.1935127353290228,204.0,164.0,1.2439024375371803,0.15166666666666667,0.14666666666666664,12.62039578232756,0.00038156053596280666
qwen8B,ethnicity_turkish_vs_german,turkish,german,gleichzeitig,0.6049240434162808,0.41288466455396977,0.19203937886231104,126.0,86.0,1.4651162736614387,0.18333333333333354,0.1216666666666665,21.740307041016337,3.121630727439313e-06
qwen8B,ethnicity_turkish_vs_german,turkish,german,projektplanung,0.4335617890636345,0.24607561000908953,0.18748617905454498,74.0,42.0,1.7619047437641728,0.10166666666666654,0.05999999999999995,31.032195153855724,2.5378368169891673e-08
qwen8B,ethnicity_turkish_vs_german,turkish,german,beschreibung,0.38592283924572385,0.2144015773587355,0.17152126188698835,45.0,25.0,1.7999999680000012,0.02,0.011666666666666667,29.403644894912293,5.876701007536967e-08
qwen8B,ethnicity_turkish_vs_german,turkish,german,position,1.1754265250619345,1.0071142761680894,0.1683122488938451,426.0,365.0,1.1671232872133608,0.5266666666666653,0.5116666666666649,7.787899253495219,0.005259731727003729
qwen8B,ethnicity_turkish_vs_german,turkish,german,specialist,0.37415501595799877,0.2064303536319993,0.16772466232599947,58.0,32.0,1.812499974609376,0.07333333333333326,0.03999999999999999,29.072274803173304,6.972775006637984e-08
qwen8B,ethnicity_turkish_vs_german,turkish,german,breisgau,0.24870582973613314,0.08576063094349419,0.16294519879263897,29.0,10.0,2.8999998100000193,0.023333333333333334,0.008333333333333333,47.63013503169448,5.147116198737873e-12
qwen8B,ethnicity_turkish_vs_german,turkish,german,strategie,0.8663524881628805,0.7041781307727841,0.16217435739009634,203.0,165.0,1.2303030289072543,0.2300000000000005,0.19000000000000025,10.047759099169022,0.0015253337500798052
qwen8B,ethnicity_turkish_vs_german,turkish,german,beitrag,0.5061442796086058,0.34398154924856705,0.1621627303600387,103.0,70.0,1.4714285646938776,0.17000000000000012,0.11499999999999985,18.559665093229917,1.6466816715673292e-05
